"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5045","0","93.3","45.4","-0.3","162"
"","Haryana","6025","0","116.8","48.1","-0.6","322"
"","Rajasthan","9810","0","204.9","76.3","1.5","598"
"","Delhi","4009","0","67.6","44.4","-0.8","368"
"","UP","9998","3645","244.0","87.4","1.7","420"
"","Uttarakhand","1768","0","33.9","24.6","1.1","126"
"","HP","1367","0","25.1","20.9","0.2","134"
"","J&K","1959","346","37.3","35.5","-3.0","303"
"","Chandigarh","224","0","3.8","3.9","0.3","24"
"WR","Chhattisgarh","3052","18","64.6","11.5","-1.3","187"
"","Gujarat","11383","0","246.4","50.8","1.4","577"
"","MP","5740","0","109.8","51.3","-0.5","1212"
"","Maharashtra","14837","57","315.0","62.3","0.9","829"
"","Goa","383","0","7.3","7.8","-1.2","138"
"","DD","214","0","4.8","5.1","-0.3","76"
"","DNH","581","0","14.0","14.5","-0.5","242"
"","Essar steel","258","0","5.4","5.6","-0.2","174"
"SR","Andhra Pradesh","5963","0","131.5","19.3","2.2","344"
"","Telangana","6173","300","136.9","80.0","2.5","534"
"","Karnataka","7914","300","166.1","29.6","0.8","1225"
"","Kerala","3288","125","60.9","45.9","1.5","423"
"","Tamil Nadu","10621","891","235.5","93.2","1.1","477"
"","Pondy","278","0","5.4","5.5","-0.1","37"
"ER","Bihar","2679","0","52.2","47.8","-0.5","160"
"","DVC","2243","0","51.8","-18.8","-1.4","140"
"","Jharkhand","1012","119","22.0","10.1","0.6","100"
"","Odisha","3011","0","65.6","21.8","12.8","420"
"","West Bengal","5888","0","101.0","14.7","-3.3","230"
"","Sikkim","89","0","1.8","1.2","0.6","40"
"NER","Arunachal Pradesh","103","2","1.8","1.4","0.4","44"
"","Assam","1210","37","21.8","12.9","3.8","208"
"","Manipur","136","2","2.6","2.4","0.1","51"
"","Meghalaya","311","1","5.1","5.0","-1.0","52"
"","Mizoram","77","1","1.2","1.2","0.0","32"
"","Nagaland","116","3","2.4","1.6","0.3","32"
"","Tripura","208","2","2.7","0.4","0.0","43"
