"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8648","0","192.7","120.6","0.5","152"
"","Haryana","7403","402","163.4","76.5","2.3","303"
"","Rajasthan","7692","0","174.1","59.0","-1.5","243"
"","Delhi","4691","0","97.7","75.7","-2.2","129"
"","UP","9804","2867","217.1","111.2","-0.6","289"
"","Uttarakhand","1500","155","32.6","12.0","-0.2","126"
"","HP","1165","0","24.2","0.2","0.0","62"
"","J&K","1414","100","29.1","16.9","-1.1","226"
"","Chandigarh","290","0","5.6","5.7","-0.1","13"
"WR","Chhattisgarh","2869","26","64.7","23.2","-1.4","356"
"","Gujarat","11453","55","258.9","70.8","2.9","425"
"","MP","6186","17","118.6","44.9","-1.6","451"
"","Maharashtra","16376","696","352.0","109.5","10.3","560"
"","Goa","404","1","8.9","8.6","-0.1","58"
"","DD","258","1","6.1","6.2","-0.1","53"
"","DNH","655","2","15.3","15.4","-0.1","45"
"","Essar steel","359","1","7.7","7.6","0.1","51"
"SR","Andhra Pradesh","11082","200","255.4","87.1","-0.7","270"
"","Karnataka","7254","300","150.5","18.7","-0.5","135"
"","Kerala","3189","75","57.5","25.7","0.6","258"
"","Tamil Nadu","10741","1339","231.1","64.9","1.9","337"
"","Pondy","322","0","6.4","6.6","-0.1","48"
"ER","Bihar","1998","0","38.0","42.0","-4.0","100"
"","DVC","2548","0","56.7","-22.4","-2.0","210"
"","Jharkhand","868","0","19.0","13.8","-1.9","45"
"","Odisha","3466","0","67.3","14.8","-1.2","245"
"","West Bengal","6722","0","121.3","38.9","-1.3","305"
"","Sikkim","89","0","1.1","1.8","-0.6","25"
"NER","Arunachal Pradesh","98","2","1.2","1.6","-0.5","42"
"","Assam","1128","184","21.3","14.6","1.0","162"
"","Manipur","111","4","1.5","2.0","-0.5","16"
"","Meghalaya","227","0","4.0","0.6","-0.6","68"
"","Mizoram","57","0","1.0","1.1","-0.1","8"
"","Nagaland","100","0","1.7","1.5","-0.2","30"
"","Tripura","188","37","3.4","1.3","0.2","43"
