"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.8","0.1","84.6","15.3"
"SR GRID","0.0","0.0","10.5","23.4","10.5","88.5","1.0"
