"","NR","WR","SR","ER","NER"
"Schedule(MU)","52.9","-56.1","44.3","-52.2","8.1"
"Actual(MU)","43.4","-45.1","44.4","-59.6","10.3"
"O/D/U/D(MU)","-9.5","11.0","0.1","-7.4","2.2"
