"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0.1","8.8","9.3","8.9","87.1","4.0"
"SR GRID","0","0.1","14.5","37.4","14.7","84.2","1.2"
