"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4388","0","91.9","42.3","-0.3","196"
"","Haryana","5797","0","107.6","78.7","-0.7","341"
"","Rajasthan","9566","596","200.9","76.0","4.1","450"
"","Delhi","2795","0","54.4","39.8","0.3","189"
"","UP","12383","0","260.3","87.7","-0.1","358"
"","Uttarakhand","1632","0","32.0","19.2","0.3","148"
"","HP","1303","0","24.5","17.7","0.6","92"
"","J&K","2000","500","41.9","33.3","1.6","215"
"","Chandigarh","171","0","3.2","3.2","-0.1","29"
"WR","Chhattisgarh","3074","0","65.2","16.9","-0.5","367"
"","Gujarat","12688","0","271.5","74.8","-4.8","429"
"","MP","10203","0","216.0","126.1","-2.8","202"
"","Maharashtra","19718","0","416.3","109.3","0.5","483"
"","Goa","409","0","8.4","8.2","-0.4","56"
"","DD","292","0","6.5","6.5","0.0","30"
"","DNH","717","0","16.4","16.8","-0.4","12"
"","Essar steel","463","0","9.2","8.9","0.3","157"
"SR","Andhra Pradesh","7282","0","158.7","27.3","1.7","758"
"","Telangana","6782","0","138.6","63.3","3.6","527"
"","Karnataka","8811","0","199.5","67.4","4.1","587"
"","Kerala","3389","0","65.2","54.5","2.7","279"
"","Tamil Nadu","13339","0","296.6","161.4","-1.0","560"
"","Pondy","311","0","6.6","6.9","-0.4","27"
"ER","Bihar","3493","0","63.8","61.6","-0.2","325"
"","DVC","2625","0","61.9","-33.6","2.5","345"
"","Jharkhand","1123","0","22.8","13.3","1.9","129"
"","Odisha","3777","0","67.2","18.2","0.4","425"
"","West Bengal","6719","0","106.6","28.4","-0.2","285"
"","Sikkim","91","0","1.5","1.3","0.2","20"
"NER","Arunachal Pradesh","121","1","2.1","1.9","0.3","17"
"","Assam","1385","23","23.7","17.3","2.6","141"
"","Manipur","110","1","2.2","2.0","0.2","11"
"","Meghalaya","235","22","4.2","3.8","-0.6","19"
"","Mizoram","76","1","1.3","1.2","0.1","12"
"","Nagaland","104","0","1.9","1.6","0.2","22"
"","Tripura","204","0","3.3","2.5","0.1","61"
