"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6121","0","126.1","29.3","-0.4","95","0.0"
"","Haryana","6378","0","128.2","49.0","2.3","291","0.0"
"","Rajasthan","9630","0","187.4","44.0","-0.6","310","0.0"
"","Delhi","3446","0","67.6","56.7","-0.8","153","0.0"
"","UP","14957","0","300.1","108.5","0.5","431","0.0"
"","Uttarakhand","1769","0","34.6","27.4","0.3","122","0.0"
"","HP","1417","3","24.9","19.9","0.6","118","0.9"
"","J&K","2105","526","43.9","39.2","-0.8","79","10.4"
"","Chandigarh","171","0","3.1","3.0","0.1","25","0.0"
"WR","Chhattisgarh","3761","0","85.0","23.4","-1.3","37","0.0"
"","Gujarat","14763","0","322.0","161.4","4.1","694","0.0"
"","MP","8636","0","177.4","80.1","-1.2","314","0.0"
"","Maharashtra","21629","0","455.1","133.0","-0.1","457","0.0"
"","Goa","512","0","10.3","9.4","0.3","48","0.0"
"","DD","330","0","7.3","6.9","0.4","48","0.0"
"","DNH","758","0","16.9","16.4","0.5","93","0.0"
"","Essar steel","635","0","13.5","13.1","0.4","185","0.0"
"SR","Andhra Pradesh","7734","6","164.5","39.7","-1.0","643","0.0"
"","Telangana","9631","27","210.4","94.4","1.7","409","0.0"
"","Karnataka","8738","24","193.1","77.4","1.7","434","0.0"
"","Kerala","3626","0","70.8","52.9","1.2","252","0.0"
"","Tamil Nadu","14195","0","314.0","151.0","-0.3","388","0.0"
"","Pondy","345","1","7.2","7.7","-0.5","30","0.0"
"ER","Bihar","4296","0","74.5","69.8","-1.8","200","0.0"
"","DVC","3014","0","67.8","-50.8","0.3","400","0.0"
"","Jharkhand","1192","0","24.2","13.8","0.2","180","0.0"
"","Odisha","4430","0","80.4","32.4","2.5","500","0.0"
"","West Bengal","8002","0","143.4","30.8","2.6","490","0.0"
"","Sikkim","101","0","1.2","1.2","0.0","25","0.0"
"NER","Arunachal Pradesh","109","6","2.2","1.8","0.4","31","0.0"
"","Assam","1297","25","20.9","17.7","0.1","94","0.6"
"","Manipur","172","5","2.2","2.5","-0.3","20","0.0"
"","Meghalaya","308","9","5.0","3.1","0.0","35","0.0"
"","Mizoram","84","2","1.4","1.0","0.3","31","0.0"
"","Nagaland","117","1","2.6","1.8","0.6","17","0.0"
"","Tripura","244","1","4.1","3.3","0.6","32","0.0"
