"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6298","0","123.8","65.2","-0.7","64","0.0"
"","Haryana","6744","0","131.6","89.6","-0.1","149","0.0"
"","Rajasthan","14209","0","251.7","85.4","0.5","324","0.0"
"","Delhi","4193","0","70.7","55.4","-0.9","208","0.0"
"","UP","16597","60","292.0","118.3","0.7","740","1.7"
"","Uttarakhand","2178","0","39.4","22.3","-0.1","96","0.0"
"","HP","1702","0","30.5","24.6","-1.3","114","0.0"
"","J&K(UT) and Ladakh(UT)","2696","674","49.7","44.3","0.1","398","11.7"
"","Chandigarh","259","0","4.1","3.9","0.2","35","0.0"
"WR","Chhattisgarh","3594","0","75.6","30.1","-1.4","216","0.0"
"","Gujarat","15857","0","337.0","78.4","5.4","913","0.0"
"","MP","14555","0","267.7","136.6","-2.7","555","0.0"
"","Maharashtra","22853","0","463.7","142.8","-4.0","405","0.0"
"","Goa","490","0","9.8","9.7","-0.3","30","0.0"
"","DD","315","0","7.1","6.9","0.2","32","0.0"
"","DNH","782","0","18.2","18.2","0.0","38","0.0"
"","Essar steel","793","0","5.7","5.8","-0.1","217","0.0"
"SR","Andhra Pradesh","9336","0","189.5","64.0","0.1","463","0.0"
"","Telangana","11449","0","226.2","116.2","0.0","685","0.0"
"","Karnataka","12732","0","239.5","79.1","-0.4","500","0.0"
"","Kerala","3777","0","75.4","56.7","1.8","300","0.0"
"","Tamil Nadu","14474","0","312.9","169.8","0.9","644","0.0"
"","Pondy","373","0","7.5","7.7","-0.2","40","0.0"
"ER","Bihar","4485","0","77.0","75.3","-2.0","250","0.0"
"","DVC","3161","0","64.7","-41.5","-1.3","200","0.0"
"","Jharkhand","1326","0","25.1","21.2","-1.2","50","0.0"
"","Odisha","3893","0","71.0","9.3","-0.1","300","0.0"
"","West Bengal","6489","0","120.7","33.3","0.8","450","0.0"
"","Sikkim","137","0","2.0","1.9","0.1","40","0.0"
"NER","Arunachal Pradesh","125","5","2.3","2.2","0.0","23","0.0"
"","Assam","1378","38","22.8","19.8","0.6","94","0.5"
"","Manipur","195","3","2.7","3.1","-0.4","45","0.0"
"","Meghalaya","385","2","6.9","6.0","0.2","69","0.3"
"","Mizoram","111","3","1.6","1.7","-0.4","26","0.0"
"","Nagaland","121","2","2.3","2.1","0.0","3","0.0"
"","Tripura","224","10","3.6","1.7","-0.2","40","0.0"
