"","NR","WR","SR","ER","NER"
"Schedule(MU)","81.5","-70.7","44.9","-67.5","8.1"
"Actual(MU)","89.3","-83.1","39.7","-58.3","6.5"
"O/D/U/D(MU)","7.8","-12.4","-5.2","9.1","-1.6"
