"","NR","WR","SR","ER","NER"
"Schedule(MU)","71.0","-59.9","42.7","-62.4","5.4"
"Actual(MU)","69.4","-53.5","42.5","-67.3","6.9"
"O/D/U/D(MU)","-1.6","6.4","-0.2","-4.9","1.5"
