"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4337","0","85.1","24.4","-0.6","102","0.0"
"","Haryana","5230","0","95.2","63.4","2.2","224","0.0"
"","Rajasthan","9855","0","189.4","45.5","2.5","686","0.0"
"","Delhi","3196","0","57.2","43.6","-0.6","169","0.0"
"","UP","11838","0","270.9","93.3","0.0","562","0.0"
"","Uttarakhand","1660","0","30.8","14.0","0.2","144","0.0"
"","HP","1348","0","24.3","17.5","0.4","113","0.0"
"","J&K","2198","550","40.4","35.0","-0.9","414","95.5"
"","Chandigarh","166","0","2.8","3.3","-0.4","7","0.0"
"WR","Chhattisgarh","3181","0","68.3","18.5","-0.9","137","0.0"
"","Gujarat","14240","0","303.1","70.6","0.9","510","0.0"
"","MP","9934","0","231.8","147.5","-3.5","537","0.0"
"","Maharashtra","20198","0","417.8","146.2","1.3","327","0.0"
"","Goa","388","0","8.3","7.9","0.4","49","0.0"
"","DD","288","0","6.7","6.3","0.4","68","0.0"
"","DNH","739","0","17.0","16.8","0.2","45","0.0"
"","Essar steel","503","0","10.3","10.3","0.0","151","0.0"
"SR","Andhra Pradesh","7904","0","164.5","65.1","2.5","402","0.0"
"","Telangana","6895","0","148.2","78.2","-1.5","380","0.0"
"","Karnataka","8607","0","184.1","79.6","2.1","406","0.0"
"","Kerala","3010","0","61.8","48.9","1.0","148","0.0"
"","Tamil Nadu","12441","0","277.9","139.2","5.7","390","0.0"
"","Pondy","304","0","6.4","6.8","-0.4","35","0.0"
"ER","Bihar","3769","0","64.9","61.0","0.3","380","0.0"
"","DVC","2824","0","65.8","-26.9","-2.0","210","0.0"
"","Jharkhand","1151","0","22.9","13.7","-0.2","80","0.0"
"","Odisha","3562","400","64.4","35.1","0.7","300","1.2"
"","West Bengal","6610","0","111.8","24.6","1.9","380","0.0"
"","Sikkim","76","0","1.2","1.3","-0.1","15","0.0"
"NER","Arunachal Pradesh","118","5","2.0","2.0","0.0","43","0.0"
"","Assam","1373","30","22.1","18.4","-0.5","268","0.6"
"","Manipur","151","8","2.1","2.5","-0.4","35","0.0"
"","Meghalaya","283","2","5.8","2.9","0.0","40","0.0"
"","Mizoram","80","2","1.4","1.0","0.3","45","0.0"
"","Nagaland","115","8","2.0","1.6","-0.2","28","0.0"
"","Tripura","209","3","3.9","2.2","0.5","57","0.1"
