"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.3","0.0","96.6","3.4"
"SR GRID","0.0","0.0","2.2","6.7","2.2","74.0","23.8"
