"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.031","0.00","0.03","2.92","2.95","73.41","23.63"
"SR GRID","0.031","0.00","0.03","2.92","2.95","73.41","23.63"
