"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37480","40756","31267","15009","1911","126423"
"Peak Shortage (MW)","1765","87","2225","308","227","4612"
"Energy Met (MU)","772","959","704","297","34","2766"
"Hydro Gen(MU)","108","33","86","27","7","262"
"Wind Gen(MU)","1","12","25","----------","----------","39"
