"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.5","5.9","1.5","93.4","5.1"
"SR GRID","0.0","0.0","1.7","11.4","1.7","86.7","11.5"
