"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7918","0","182.6","78.9","1.0","160"
"","Haryana","7938","672","160.8","112.4","1.5","616"
"","Rajasthan","9561","55","209.5","45.5","0.3","294"
"","Delhi","5081","0","106.4","85.2","1.8","334"
"","UP","13317","1175","280.0","116.9","3.1","503"
"","Uttarakhand","1916","0","39.4","15.2","1.9","205"
"","HP","1307","0","26.1","7.7","3.6","264"
"","J&K","1758","439","33.0","18.1","-1.0","166"
"","Chandigarh","256","0","5.1","5.1","0.1","31"
"WR","Chhattisgarh","3232","0","71.2","28.8","-1.9","308"
"","Gujarat","14506","0","319.2","73.0","-3.7","509"
"","MP","7440","0","155.8","76.4","-2.5","219"
"","Maharashtra","17468","0","366.8","111.9","3.5","353"
"","Goa","447","0","9.0","7.4","1.1","57"
"","DD","324","0","7.2","6.4","0.8","166"
"","DNH","771","0","17.5","17.7","-0.2","26"
"","Essar steel","573","0","11.6","12.1","-0.5","172"
"SR","Andhra Pradesh","6411","0","143.0","18.0","4.9","319"
"","Telangana","5924","0","123.5","64.0","0.8","349"
"","Karnataka","7994","0","170.0","72.4","-1.2","521"
"","Kerala","3463","0","65.8","50.6","1.1","198"
"","Tamil Nadu","14571","0","311.9","145.9","-2.4","416"
"","Pondy","328","0","6.6","7.2","-0.6","28"
"ER","Bihar","3104","290","60.1","59.0","1.0","0"
"","DVC","2986","300","59.5","-24.3","0.6","0"
"","Jharkhand","1022","0","19.6","16.6","-0.5","0"
"","Odisha","3830","0","70.3","20.8","-0.7","0"
"","West Bengal","7773","0","151.1","42.4","3.7","0"
"","Sikkim","89","0","1.4","1.6","-0.2","0"
"NER","Arunachal Pradesh","106","4","2.1","2.2","-0.1","11"
"","Assam","1594","40","29.0","20.6","2.9","201"
"","Manipur","133","8","2.0","2.3","-0.3","20"
"","Meghalaya","244","0","5.7","2.2","1.5","78"
"","Mizoram","74","2","1.3","1.1","0.1","20"
"","Nagaland","105","1","2.0","1.6","0.3","12"
"","Tripura","274","2","4.6","3.4","1.1","109"
