"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","205.6","-210.3","95.1","-93.6","4.3","1.0"
"Actual(MU)","206.1","-217.5","93.5","-89.3","5.8","-1.3"
"O/D/U/D(MU)","0.6","-7.2","-1.5","4.3","1.5","-2.3"
