"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.9","5.2","0.9","94.7","4.4"
"SR GRID","0.0","0.0","7.9","24.2","7.9","90.4","1.7"
