"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.27","7.03","8.30","70.27","21.44"
"SR GRID","0.00","0.00","1.27","7.03","8.30","70.27","21.44"
