"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5672","0","117.0","50.8","-1.8","85","0.0"
"","Haryana","5716","0","123.3","78.5","2.1","243","0.0"
"","Rajasthan","9385","0","185.0","57.6","1.4","478","0.0"
"","Delhi","3504","0","72.0","58.5","-2.5","145","0.0"
"","UP","17673","0","363.1","174.3","-0.9","585","0.0"
"","Uttarakhand","1439","0","27.6","9.8","-1.8","35","0.0"
"","HP","920","0","16.9","6.0","-0.5","183","0.0"
"","J&K","1936","484","40.3","34.2","-1.4","117","9.5"
"","Chandigarh","160","0","3.1","4.2","-1.2","0","0.0"
"WR","Chhattisgarh","3358","0","77.5","17.5","-2.4","136","0.0"
"","Gujarat","12204","0","268.3","61.7","-0.4","647","0.0"
"","MP","9390","0","249.0","139.2","1.8","466","0.0"
"","Maharashtra","15435","0","346.0","101.3","0.9","564","0.0"
"","Goa","399","0","8.3","8.4","0.0","50","0.0"
"","DD","266","0","4.2","3.5","0.7","51","0.0"
"","DNH","709","0","11.6","11.6","0.0","76","0.0"
"","Essar steel","482","0","9.8","9.5","0.3","224","0.0"
"SR","Andhra Pradesh","6316","0","139.3","39.6","-2.0","722","0.0"
"","Telangana","6536","0","149.4","49.0","-0.3","575","0.0"
"","Karnataka","6756","0","137.4","50.8","2.2","625","0.0"
"","Kerala","3465","0","64.8","48.0","0.7","205","0.0"
"","Tamil Nadu","11092","0","220.8","99.3","1.1","443","0.0"
"","Pondy","302","0","5.9","6.4","-0.5","24","0.0"
"ER","Bihar","4620","0","86.2","75.4","0.7","356","0.0"
"","DVC","2989","0","66.2","-18.8","1.6","250","0.0"
"","Jharkhand","1170","0","24.2","13.5","0.9","120","0.0"
"","Odisha","3822","0","79.7","40.0","1.2","450","0.0"
"","West Bengal","7689","0","134.8","44.1","1.7","520","0.0"
"","Sikkim","76","0","0.9","0.9","-0.1","25","0.0"
"NER","Arunachal Pradesh","107","1","2.5","2.2","0.3","7","0.0"
"","Assam","1690","13","29.9","23.1","1.5","141","0.3"
"","Manipur","142","3","2.1","2.3","-0.2","20","0.0"
"","Meghalaya","253","0","4.7","1.0","0.5","126","0.0"
"","Mizoram","79","1","1.3","1.3","-0.1","15","0.0"
"","Nagaland","104","1","2.4","1.8","0.0","23","0.0"
"","Tripura","270","1","4.6","3.4","-0.2","90","0.0"
