"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","154.2","-138.6","62.7","-72.8","-2.6","2.9"
"Actual(MU)","139.6","-140.3","64.1","-63.1","-0.6","-0.3"
"O/D/U/D(MU)","-14.6","-1.7","1.4","9.7","2.0","-3.1"
