"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5140","0","94.4","29.5","-0.7","109","0.0"
"","Haryana","6028","360","108.8","55.0","1.2","212","3.2"
"","Rajasthan","10328","0","199.9","64.4","2.3","257","0.6"
"","Delhi","3673","0","64.5","46.5","0.5","282","0.0"
"","UP","13621","170","270.9","88.6","0.4","656","2.5"
"","Uttarakhand","1930","0","34.9","17.2","0.7","363","0.8"
"","HP","1550","0","28.1","21.3","0.8","161","0.1"
"","J&K","2062","516","39.7","39.8","-4.9","117","9.4"
"","Chandigarh","207","0","3.5","3.6","-0.1","46","0.0"
"WR","Chhattisgarh","3325","0","73.7","4.1","2.3","144","0.0"
"","Gujarat","13785","0","287.2","71.1","-2.4","482","0.0"
"","MP","9277","0","229.9","136.7","-0.8","432","0.0"
"","Maharashtra","20167","0","418.6","124.7","0.3","482","0.0"
"","Goa","480","0","10.6","9.9","0.0","34","0.0"
"","DD","315","0","7.1","6.4","0.7","74","0.0"
"","DNH","746","0","17.4","16.6","0.8","68","0.0"
"","Essar steel","498","0","10.8","10.8","0.0","179","0.0"
"SR","Andhra Pradesh","8150","0","167.3","67.6","1.4","551","0.3"
"","Telangana","8029","0","164.1","68.2","-0.3","287","0.3"
"","Karnataka","9812","0","205.5","88.8","3.0","582","0.4"
"","Kerala","3526","0","67.1","46.6","1.0","237","0.2"
"","Tamil Nadu","13868","0","298.6","158.8","7.8","381","0.6"
"","Pondy","334","0","7.1","7.3","-0.2","29","0.0"
"ER","Bihar","3677","0","62.6","58.1","-2.3","10","0.0"
"","DVC","2750","0","65.1","-36.1","-0.8","450","0.0"
"","Jharkhand","1091","0","24.4","13.5","0.4","45","0.0"
"","Odisha","3795","0","67.2","27.3","2.1","400","0.0"
"","West Bengal","6485","0","109.7","23.7","2.5","380","0.0"
"","Sikkim","96","0","1.5","1.5","0.0","25","0.0"
"NER","Arunachal Pradesh","120","2","2.1","1.9","0.2","21","0.0"
"","Assam","1414","13","23.4","17.6","1.8","84","0.3"
"","Manipur","157","2","2.7","2.8","0.0","3","0.0"
"","Meghalaya","264","16","5.4","2.7","0.1","27","0.0"
"","Mizoram","90","1","1.7","1.3","0.3","10","0.0"
"","Nagaland","120","1","2.5","1.7","0.2","33","0.0"
"","Tripura","215","4","3.9","2.0","0.6","55","0.0"
