"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","560","1180","610","441","9","2799"
"Hydro","169","53","51","68","14","355"
"Nuclear","27","18","46","0","0","91"
"Gas, Naptha & Diesel","35","53","18","0","22","128"
"RES (Wind, Solar, Biomass & Others)","47","77","134","1","0","259"
"Total","838","1381","858","511","44","3633"
