"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.7","-58.3","27.6","-69.9","4.5"
"Actual(MU)","98.0","-72.7","34.2","-67.4","7.2"
"O/D/U/D(MU)","-1.7","-14.4","6.6","2.5","2.7"
