"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","655","1225","619","463","9","2971"
"Hydro","222","21","42","92","19","397"
"Nuclear","27","18","46","0","0","90"
"Gas, Naptha & Diesel","34","58","18","0","23","133"
"RES (Wind, Solar, Biomass & Others)","50","116","131","1","0","297"
"Total","987","1437","857","556","52","3889"
