"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.7","-96.8","32.0","-54.2","7.6"
"Actual(MU)","113.0","-113.5","34.9","-50.2","10.4"
"O/D/U/D(MU)","4.3","-16.7","2.9","4.0","2.8"
