"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.24","3.24","16.50","20.98","70.16","8.85"
"SR GRID","0.00","1.24","3.24","16.50","20.98","70.16","8.85"
