"","NR","WR","SR","ER","NER"
"Schedule(MU)","39.5","-3.3","39.2","-86.3","7.1"
"Actual(MU)","46.8","-20.2","37.7","-88.9","7.6"
"O/D/U/D(MU)","7.3","-16.9","-1.5","-2.6","0.5"
