"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.1","-79.3","21.9","-59.4","2.1"
"Actual(MU)","107.4","-88.2","25.3","-62.2","2.9"
"O/D/U/D(MU)","7.3","-8.8","3.4","-2.8","0.8"
