"","NR","WR","SR","ER","NER"
"Schedule(MU)","111.0","-101.6","29.9","-46.4","4.7"
"Actual(MU)","108.8","-106.6","32.0","-49.0","7.2"
"O/D/U/D(MU)","-2.2","-5.0","2.1","-2.7","2.5"
