"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5150","0","96.4","35.6","0.3","180","0.0"
"","Haryana","6029","0","109.0","53.8","2.2","196","0.0"
"","Rajasthan","10286","477","200.4","75.0","3.1","205","0.0"
"","Delhi","3315","0","58.0","44.3","0.2","111","0.1"
"","UP","12341","0","258.7","93.3","2.9","415","0.0"
"","Uttarakhand","1750","0","31.6","16.4","-0.7","220","0.2"
"","HP","1361","0","24.8","19.2","0.1","106","0.0"
"","J&K","2039","510","41.3","36.9","-0.2","192","9.7"
"","Chandigarh","167","0","2.9","3.2","-0.3","7","0.0"
"WR","Chhattisgarh","3200","0","68.8","6.3","-0.6","42","0.0"
"","Gujarat","13944","0","300.1","89.9","-2.4","297","0.0"
"","MP","11667","0","230.5","151.3","-0.8","602","0.0"
"","Maharashtra","19712","0","404.2","143.7","1.6","408","0.0"
"","Goa","391","0","8.8","7.6","0.7","90","0.0"
"","DD","287","0","6.6","6.1","0.5","62","0.0"
"","DNH","722","0","17.0","16.2","0.7","56","0.0"
"","Essar steel","440","0","9.1","9.4","-0.3","140","0.0"
"SR","Andhra Pradesh","7031","0","146.9","45.7","0.9","462","0.0"
"","Telangana","6909","0","141.4","53.3","-0.8","451","0.0"
"","Karnataka","8283","0","173.0","79.5","0.9","310","0.0"
"","Kerala","3050","0","57.1","42.0","0.6","222","0.0"
"","Tamil Nadu","10624","0","220.1","127.3","3.6","453","0.0"
"","Pondy","277","0","5.6","6.3","-0.7","15","0.0"
"ER","Bihar","3622","0","59.1","54.9","-1.2","50","0.0"
"","DVC","2882","0","66.3","-36.5","0.0","380","0.0"
"","Jharkhand","1042","0","24.0","13.8","-0.3","20","0.0"
"","Odisha","3703","0","66.1","28.1","2.4","350","0.0"
"","West Bengal","5477","0","89.1","13.4","2.2","500","0.0"
"","Sikkim","92","0","1.4","1.5","-0.2","8","0.0"
"NER","Arunachal Pradesh","113","6","2.2","1.8","0.4","3","0.0"
"","Assam","1342","29","21.5","17.2","0.3","68","0.3"
"","Manipur","152","9","2.4","2.8","-0.4","20","0.0"
"","Meghalaya","300","1","5.7","3.4","-0.2","74","0.0"
"","Mizoram","85","4","1.5","1.4","0.1","21","0.0"
"","Nagaland","111","4","2.2","1.6","0.1","18","0.0"
"","Tripura","209","1","3.1","1.8","0.3","7","0.0"
