"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41615","47023","38139","19637","2220","148633"
"Peak Shortage (MW)","884","24","122","300","131","1461"
"Energy Met (MU)","947","1140","967","398","37","3488"
"Hydro Gen(MU)","152","46","76","43","7","324"
"Wind Gen(MU)","15","37","16","----------","----------","67"
"Solar Gen (MU)*","3.49","12.44","20.90","1.40","0.01","38"
