"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","205.7","-204.7","116.6","-118.6","0.7","-0.4"
"Actual(MU)","215.9","-215.5","137.9","-135.9","-2.2","0.2"
"O/D/U/D(MU)","10.2","-10.8","21.3","-17.3","-2.9","0.6"
