"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.4","0.9","3.2","8.5","4.5","88.6","6.9"
"SR GRID","0.0","0.0","4.2","17.9","4.2","94.7","1.1"
