"","NR","WR","SR","ER","NER"
"Schedule(MU)","144.5","-99.8","38.8","-87.3","2.7"
"Actual(MU)","125.8","-103.9","40.2","-63.6","3.3"
"O/D/U/D(MU)","-18.7","-4.1","1.4","23.7","0.6"
