"Share of RES in total generation (%)","9.78","4.46","18.38","0.36","0.10","8.22"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.53","10.23","35.86","9.43","23.52","21.11"
