"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","222.0","-257.9","93.8","-46.1","-11.3","0.5"
"Actual(MU)","205.6","-255.8","114.8","-46.1","-12.6","5.9"
"O/D/U/D(MU)","-16.4","2.1","21.0","0.0","-1.3","5.4"
