"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","52783","49622","43465","20043","2334","168247"
"Peak Shortage (MW)","581","0","30","0","282","893"
"Energy Met (MU)","1150","1220","1029","430","39","3867"
"Hydro Gen (MU)","256","49","75","63","15","459"
"Wind Gen (MU)","36","97","113","----------","----------","245"
"Solar Gen (MU)*","25.27","26.6","80.76","0.95","0.05","134"
"Energy Shortage (MU)","11.8","0.0","0.2","0.0","5.1","17.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","55744","54601","45048","20642","2402","175055"
"","22:44","15:36","14:53","19:53","20:24","22:52"
