"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4874","0","89.0","21.0","-0.3","139","0.0"
"","Haryana","6071","0","100.7","64.0","2.1","264","0.0"
"","Rajasthan","9919","1","190.0","53.0","3.7","392","0.0"
"","Delhi","3272","0","60.6","46.0","-0.6","147","0.0"
"","UP","12544","0","265.0","86.0","0.9","536","0.0"
"","Uttarakhand","1747","0","32.3","15.2","-0.1","119","0.0"
"","HP","1436","0","25.4","17.8","0.9","219","0.0"
"","J&K","1967","492","42.0","35.1","2.2","314","9.9"
"","Chandigarh","173","0","3.1","3.3","-0.2","28","0.0"
"WR","Chhattisgarh","3138","0","69.3","18.7","-0.4","210","0.0"
"","Gujarat","14564","0","313.2","86.2","-0.1","441","0.0"
"","MP","11670","0","234.1","148.0","-0.5","504","0.0"
"","Maharashtra","20585","0","427.7","146.6","2.8","415","0.0"
"","Goa","388","0","8.3","8.5","-0.3","79","0.0"
"","DD","325","0","7.1","6.2","0.8","99","0.0"
"","DNH","765","0","17.2","16.8","0.4","55","0.0"
"","Essar steel","472","0","10.1","10.2","-0.1","168","0.0"
"SR","Andhra Pradesh","8166","0","167.6","64.8","2.4","678","0.0"
"","Telangana","6652","0","141.8","69.6","-3.0","399","0.0"
"","Karnataka","8820","0","192.3","81.4","2.6","542","0.0"
"","Kerala","3231","0","65.7","50.6","0.9","200","0.0"
"","Tamil Nadu","13729","0","291.8","145.3","3.8","452","0.0"
"","Pondy","347","0","6.9","7.2","-0.3","45","0.0"
"ER","Bihar","3763","0","64.0","59.3","-0.9","370","0.0"
"","DVC","2765","0","65.1","-26.6","-1.5","100","0.0"
"","Jharkhand","1148","0","23.5","14.3","0.2","100","0.0"
"","Odisha","3504","600","64.5","33.0","2.9","500","1.8"
"","West Bengal","7438","0","117.8","26.7","3.0","390","0.0"
"","Sikkim","93","0","1.2","1.5","-0.3","15","0.0"
"NER","Arunachal Pradesh","122","2","2.3","2.0","0.3","43","0.0"
"","Assam","1471","44","22.8","18.8","-0.3","268","0.6"
"","Manipur","170","2","2.1","2.6","-0.4","35","0.0"
"","Meghalaya","294","0","5.3","2.6","-0.1","40","0.0"
"","Mizoram","87","1","1.4","1.0","0.3","45","0.0"
"","Nagaland","125","1","2.0","1.6","-0.1","28","0.0"
"","Tripura","226","6","4.0","2.6","0.1","57","0.0"
