"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8746","0","197.3","121.7","-0.3","246"
"","Haryana","8401","0","171.0","142.8","-3.0","80"
"","Rajasthan","7345","0","159.6","68.9","-0.4","187"
"","Delhi","5474","0","112.7","92.3","0.6","353"
"","UP","14172","0","308.1","154.1","-0.4","464"
"","Uttarakhand","1817","40","38.4","18.3","0.6","349"
"","HP","1278","0","25.8","-0.2","1.3","224"
"","J&K","1732","433","31.2","10.5","-1.3","150"
"","Chandigarh","273","0","5.5","6.2","-0.7","23"
"WR","Chhattisgarh","2899","0","63.9","8.8","-1.9","180"
"","Gujarat","10438","0","231.9","77.3","-0.4","320"
"","MP","6082","0","121.6","52.0","-1.2","205"
"","Maharashtra","15453","0","331.7","86.3","1.3","400"
"","Goa","424","0","8.7","7.4","0.6","16"
"","DD","302","0","6.6","6.3","0.3","30"
"","DNH","719","0","16.4","16.6","-0.2","50"
"","Essar steel","665","0","12.9","12.1","0.8","249"
"SR","Andhra Pradesh","6882","0","152.9","19.5","4.5","548"
"","Telangana","7222","0","158.5","91.1","1.5","267"
"","Karnataka","7895","0","161.3","58.0","4.6","479"
"","Kerala","3445","0","62.7","47.2","1.0","135"
"","Tamil Nadu","14215","0","305.3","106.2","4.9","593"
"","Pondy","338","0","7.2","7.4","-0.2","36"
"ER","Bihar","3358","0","71.7","70.6","1.1","465"
"","DVC","2689","0","58.2","-19.6","1.0","425"
"","Jharkhand","1012","0","22.7","17.2","-1.6","102"
"","Odisha","3825","0","69.7","21.1","1.1","398"
"","West Bengal","6883","0","136.1","35.4","1.8","365"
"","Sikkim","91","0","1.3","1.1","0.1","25"
"NER","Arunachal Pradesh","102","3","2.1","1.8","0.4","10"
"","Assam","1535","0","30.5","20.5","4.5","260"
"","Manipur","123","1","2.0","2.2","-0.2","25"
"","Meghalaya","253","0","4.2","1.7","-0.1","40"
"","Mizoram","67","3","1.2","0.9","0.2","12"
"","Nagaland","91","3","1.7","1.6","0.0","4"
"","Tripura","249","1","3.9","3.6","0.7","53"
