"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","562","1156","464","364","5","2552"
"Hydro","160","23","101","92","23","399"
"Nuclear","33","16","43","0","0","92"
"Gas, Naptha & Diesel","54","57","17","0","25","153"
"RES (Wind, Solar, Biomass & Others)","14","27","138","1","0","180"
"Total","823","1280","764","457","53","3377"
