"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.6","0.0","2.6","88.0","9.4"
"SR GRID","0.0","0.0","0.3","1.9","0.3","90.1","9.6"
