"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11023","0","245.1","140.9","0.4","151","0.0"
"","Haryana","8759","0","183.8","135.1","0.3","356","0.0"
"","Rajasthan","9549","399","204.3","75.3","1.9","334","0.0"
"","Delhi","5796","0","111.5","87.0","-0.1","204","0.0"
"","UP","16849","0","356.9","159.6","1.5","938","0.0"
"","Uttarakhand","1770","0","39.9","9.4","2.8","326","0.0"
"","HP","1208","0","25.5","-1.3","3.6","223","0.0"
"","J&K","1860","465","38.1","16.9","-0.9","257","9.1"
"","Chandigarh","304","0","5.8","6.1","-0.3","7","0.0"
"WR","Chhattisgarh","3467","0","83.4","17.1","-0.6","217","0.0"
"","Gujarat","11092","0","253.7","50.8","-0.3","330","0.0"
"","MP","7107","0","157.8","88.8","-1.7","403","0.0"
"","Maharashtra","19143","0","420.6","122.6","4.6","548","0.0"
"","Goa","411","0","9.0","7.2","1.2","33","0.0"
"","DD","271","0","6.0","5.8","0.1","23","0.0"
"","DNH","703","0","16.2","15.8","0.4","40","0.0"
"","Essar steel","461","0","8.6","8.0","0.5","166","0.0"
"SR","Andhra Pradesh","7030","0","153","48","5","510","0.0"
"","Telangana","6968","0","145","86","-1","383","0.0"
"","Karnataka","7882","0","173","88","2","472","0.0"
"","Kerala","3070","0","59","47","2","219","0.0"
"","Tamil Nadu","12224","0","273","107","1","518","0.0"
"","Pondy","330","0","7","8","-1","25","0.0"
"ER","Bihar","3974","0","74.2","73.5","-1.0","225","0.0"
"","DVC","2861","0","64.1","-36.1","-0.3","220","0.0"
"","Jharkhand","1081","0","23.3","18.4","-1.3","90","0.0"
"","Odisha","3912","0","75.0","24.2","0.1","250","0.0"
"","West Bengal","7528","0","137.3","34.7","0.1","250","0.0"
"","Sikkim","55","0","0.9","1.1","-0.3","15","0.0"
"NER","Arunachal Pradesh","98","6","1.9","2.5","-0.6","37","0.0"
"","Assam","1488","54","27.0","19.9","3.2","221","1.7"
"","Manipur","146","2","2.0","1.8","0.2","55","0.0"
"","Meghalaya","247","0","4.4","-0.6","-0.5","32","0.0"
"","Mizoram","70","2","1.2","0.9","0.2","32","0.0"
"","Nagaland","100","2","1.9","1.9","-0.1","28","0.0"
"","Tripura","244","5","4.2","2.5","-0.1","82","0.1"
