"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","1.3","0.2","92.6","7.2"
"SR GRID","0.0","0.0","0.5","3.1","0.5","91.0","8.5"
