"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.1","4.4","1.1","88.4","10.5"
"SR GRID","0.0","0.0","6.4","16.5","6.4","92.8","0.8"
