"","NR","WR","SR","ER","NER"
"Schedule(MU)","70.7","-38.1","43.6","-82.8","5.0"
"Actual(MU)","67.5","-31.1","43.6","-82.6","4.2"
"O/D/U/D(MU)","-3.2","7.0","0.0","0.2","-0.8"
