"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","8.3","12.9","8.3","91.5","0.2"
"SR GRID","0.0","0.9","13.6","29.7","14.5","84.2","1.3"
