"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","171.5","-147.7","33.0","-46.7","-4.3","5.9"
"Actual(MU)","165.1","-145.8","35.1","-49.3","-4.5","0.6"
"O/D/U/D(MU)","-6.4","1.9","2.1","-2.6","-0.2","-5.2"
