"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.3","-109.5","38.7","-32.0","6.5"
"Actual(MU)","88.5","-119.9","44.7","-18.8","9.8"
"O/D/U/D(MU)","-2.8","-10.4","6.0","13.3","3.3"
