"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8431","0","189.4","83.2","1.0","199"
"","Haryana","8439","0","167.6","118.7","-5.8","154"
"","Rajasthan","9590","0","203.7","52.4","1.8","320"
"","Delhi","5237","0","109.7","84.8","0.7","161"
"","UP","12506","2125","274.3","118.0","7.7","636"
"","Uttarakhand","1309","0","32.3","16.2","-5.1","258"
"","HP","1414","0","25.9","9.3","1.8","244"
"","J&K","1748","437","34.6","19.6","-1.8","118"
"","Chandigarh","272","0","5.4","5.2","0.2","31"
"WR","Chhattisgarh","3212","0","72.6","15.8","0.3","272"
"","Gujarat","14816","0","329.4","82.8","-1.8","446"
"","MP","7106","0","152.2","55.5","-1.3","526"
"","Maharashtra","17015","0","364.4","108.0","2.9","441"
"","Goa","379","0","8.3","7.2","0.6","45"
"","DD","304","0","6.7","6.0","0.7","52"
"","DNH","761","0","17.6","17.7","-0.2","11"
"","Essar steel","525","0","10.8","10.9","0.0","163"
"SR","Andhra Pradesh","6316","0","143.9","7.3","0.6","335"
"","Telangana","6404","0","133.6","80.6","1.7","531"
"","Karnataka","8409","0","175.7","76.0","3.5","632"
"","Kerala","3454","0","65.3","50.1","1.2","168"
"","Tamil Nadu","13710","0","293.8","116.0","-3.4","885"
"","Pondy","312","0","6.7","6.8","-0.1","56"
"ER","Bihar","3485","0","68.4","71.6","-3.2","170"
"","DVC","2682","0","61.1","-29.6","-0.2","210"
"","Jharkhand","1134","0","21.6","15.1","0.3","150"
"","Odisha","3434","0","72.4","19.6","1.2","230"
"","West Bengal","8164","0","150.4","46.1","2.4","390"
"","Sikkim","82","0","1.3","2.1","-0.8","25"
"NER","Arunachal Pradesh","116","2","2.0","2.2","-0.2","9"
"","Assam","1564","107","28.8","20.7","2.3","222"
"","Manipur","134","2","1.9","2.2","-0.3","28"
"","Meghalaya","234","13","4.3","2.3","0.1","72"
"","Mizoram","74","3","1.2","1.1","0.1","10"
"","Nagaland","95","4","1.8","1.6","0.2","16"
"","Tripura","271","0","4.6","3.5","1.1","104"
