"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.0","-46.1","53.4","-101.9","5.7"
"Actual(MU)","82.6","-40.1","54.4","-95.6","-1.9"
"O/D/U/D(MU)","-6.4","6.0","1.0","6.3","-7.6"
