"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37066","40878","30470","14122","1942","124478"
"Peak Shortage (MW)","2228","185","1480","376","185","4454"
"Energy Met (MU)","829","993","722","275","31","2850"
"Hydro Gen(MU)","201","30","56","27","7","321"
"Wind Gen(MU)","19","38","10","----------","----------","66"
