"","NR","WR","SR","ER","NER","All India"
"Coal","559","1122","492","415","5","2593"
"Lignite","21","15","56","0","0","92"
"Hydro","110","22","80","31","8","251"
"Nuclear","24","31","32","0","0","87"
"Gas, Naptha & Diesel","31","42","20","0","24","117"
"RES (Wind, Solar, Biomass & Others)","63","88","148","1","0","300"
"Total","808","1320","828","447","36","3440"
