"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4803","0","91.7","38.2","1.7","188"
"","Haryana","5267","0","108.5","36.2","0.8","324"
"","Rajasthan","9502","0","195.5","79.8","-1.5","386"
"","Delhi","3526","0","61.5","43.9","-2.1","156"
"","UP","9784","1680","218.5","80.0","-1.0","340"
"","Uttarakhand","1677","75","32.1","20.4","0.9","153"
"","HP","1376","0","25.6","20.3","0.8","118"
"","J&K","2135","100","41.1","31.4","3.2","315"
"","Chandigarh","199","0","3.6","3.3","0.3","54"
"WR","Chhattisgarh","2808","175","63.1","14.4","0.1","483"
"","Gujarat","11560","19","238.2","50.1","-0.2","661"
"","MP","9249","23","190.8","109.5","-4.5","388"
"","Maharashtra","17228","228","359.6","113.6","-1.4","383"
"","Goa","386","1","7.7","7.2","-0.2","54"
"","DD","242","1","5.9","6.3","-0.4","0"
"","DNH","629","2","15.0","14.6","0.3","80"
"","Essar steel","375","1","8.0","7.5","0.4","8"
"SR","Andhra Pradesh","11150","0","252.0","84.6","3.0","406"
"","Karnataka","8337","300","174.8","25.6","1.6","287"
"","Kerala","3147","150","56.6","28.8","1.8","219"
"","Tamil Nadu","11330","641","245.5","77.2","1.1","315"
"","Pondy","6","0","6.0","6.4","-0.4","20"
"ER","Bihar","2116","200","38.1","34.9","2.3","240"
"","DVC","2494","0","56.6","-11.0","1.3","310"
"","Jharkhand","1004","0","20.8","10.2","0.4","120"
"","Odisha","3517","0","66.6","11.3","5.0","290"
"","West Bengal","6033","0","104.6","13.1","10.8","480"
"","Sikkim","104","0","1.9","1.3","0.7","16"
"NER","Arunachal Pradesh","116","9","1.5","1.3","0.3","44"
"","Assam","910","216","17.8","10.5","2.5","164"
"","Manipur","110","5","1.5","1.5","0.1","46"
"","Meghalaya","301","0","5.4","3.1","0.7","74"
"","Mizoram","68","1","1.3","1.0","0.1","24"
"","Nagaland","95","6","1.5","1.2","0.0","36"
"","Tripura","161","28","3.7","-0.1","1.5","56"
