"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.56","6.38","7.94","70.32","21.74"
"SR GRID","0.00","0.00","1.56","6.38","7.94","70.32","21.74"
