"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6542","0","129.2","77.0","-1.3","88","0.0"
"","Haryana","7300","0","136.6","88.5","0.3","367","0.0"
"","Rajasthan","14113","0","248.1","70.5","0.8","592","0.0"
"","Delhi","4098","0","69.5","53.7","0.6","288","0.0"
"","UP","16326","0","295.5","125.4","-0.9","719","0.0"
"","Uttarakhand","2130","0","38.7","20.4","0.8","173","0.0"
"","HP","1643","0","29.2","23.5","-1.5","53","0.0"
"","J&K(UT) and Ladakh(UT)","2551","638","53.0","44.6","0.0","384","12.5"
"","Chandigarh","245","0","4.0","3.9","0.1","29","0.0"
"WR","Chhattisgarh","3609","0","73.7","29.3","-1.0","186","0.0"
"","Gujarat","16051","0","343.5","88.4","6.4","662","0.0"
"","MP","14667","0","269.9","126.9","-1.8","656","0.0"
"","Maharashtra","22953","0","471.1","143.7","-0.5","566","0.0"
"","Goa","579","0","11.2","10.6","0.1","50","0.0"
"","DD","330","0","7.4","6.8","0.6","41","0.0"
"","DNH","796","0","18.5","18.4","0.1","35","0.0"
"","Essar steel","801","0","10.6","10.4","0.2","222","0.0"
"SR","Andhra Pradesh","9057","0","184.5","72.6","0.2","428","0.0"
"","Telangana","10373","0","210.8","120.4","0.6","531","0.0"
"","Karnataka","11918","0","233.9","78.2","-1.3","391","0.0"
"","Kerala","3788","0","75.1","60.7","1.4","364","0.0"
"","Tamil Nadu","14469","0","310.0","141.7","-1.3","527","0.0"
"","Pondy","367","0","7.4","7.6","-0.2","30","0.0"
"ER","Bihar","4450","0","77.6","77.0","-1.0","229","0.0"
"","DVC","3448","0","66.5","-38.6","-0.2","243","0.0"
"","Jharkhand","1278","0","25.2","20.1","-0.2","101","0.0"
"","Odisha","4064","0","80.0","15.0","0.9","271","0.0"
"","West Bengal","6202","0","120.9","34.9","-0.6","361","0.0"
"","Sikkim","131","0","1.9","1.9","-0.1","20","0.0"
"NER","Arunachal Pradesh","120","2","2.2","2.0","0.2","61","0.0"
"","Assam","1370","16","22.6","20.4","0.1","124","0.4"
"","Manipur","212","2","2.7","2.9","-0.2","42","0.0"
"","Meghalaya","386","0","6.7","5.7","-0.1","64","0.2"
"","Mizoram","105","2","1.6","1.5","-0.1","26","0.0"
"","Nagaland","126","2","2.3","2.0","0.2","40","0.0"
"","Tripura","226","1","3.6","1.8","0.1","35","0.0"
