"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.4","-91.2","33.3","-54.0","2.2"
"Actual(MU)","119.1","-103.5","33.5","-52.7","2.4"
"O/D/U/D(MU)","11.7","-12.3","0.2","1.3","0.2"
