"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5068","0","104.0","58.6","1.5","224"
"","Haryana","6025","0","110.8","68.3","0.6","291"
"","Rajasthan","8861","0","188.4","49.9","1.7","335"
"","Delhi","3479","0","68.1","45.1","0.3","272"
"","UP","9259","2855","224.7","94.2","1.4","391"
"","Uttarakhand","1546","150","29.5","18.1","1.6","264"
"","HP","1241","0","23.2","13.3","1.7","161"
"","J&K","1810","0","32.9","24.2","2.4","429"
"","Chandigarh","194","0","3.6","3.5","0.1","29"
"WR","Chhattisgarh","2807","18","61.5","5.5","-0.4","281"
"","Gujarat","10515","0","242.4","38.6","1.4","385"
"","MP","8241","0","183.2","103.7","0.4","379"
"","Maharashtra","17624","66","366.7","121.9","3.4","910"
"","Goa","365","0","7.5","8.3","-1.3","26"
"","DD","243","0","5.3","5.4","0.0","28"
"","DNH","617","0","14.2","14.5","-0.2","12"
"","Essar steel","329","0","6.7","7.1","-0.4","65"
"SR","Andhra Pradesh","4955","500","101.2","19.0","-3.3","313"
"","Telangana","5491","300","119.8","62.3","4.1","276"
"","Karnataka","6920","300","128.4","12.3","1.1","400"
"","Kerala","3192","150","58.5","29.8","1.7","268"
"","Tamil Nadu","9959","788","218.0","67.2","0.9","316"
"","Pondy","282","0","5.3","5.7","-0.4","33"
"ER","Bihar","2794","150","51.5","52.2","-2.9","260"
"","DVC","2671","0","55.5","-16.2","-0.6","290"
"","Jharkhand","1007","0","21.4","13.6","-0.2","80"
"","Odisha","3567","200","70.9","21.5","3.0","320"
"","West Bengal","6539","0","119.8","22.5","1.7","300"
"","Sikkim","96","0","1.3","1.2","0.1","25"
"NER","Arunachal Pradesh","106","4","1.8","1.6","0.2","39"
"","Assam","1245","70","21.5","13.2","1.9","186"
"","Manipur","129","6","1.9","2.2","-0.4","38"
"","Meghalaya","268","7","4.6","2.5","-0.4","56"
"","Mizoram","72","1","1.2","1.1","0.1","18"
"","Nagaland","97","9","1.8","1.5","-0.1","30"
"","Tripura","209","1","2.7","1.1","-0.4","39"
