"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4768","0","95.0","48.0","0.0","215"
"","Haryana","6344","0","114.0","67.4","-0.3","230"
"","Rajasthan","9648","0","202.2","74.7","2.8","403"
"","Delhi","3440","0","65.7","51.8","-0.3","210"
"","UP","10815","1250","226.4","113.7","-0.1","528"
"","Uttarakhand","1665","0","32.1","22.3","1.5","276"
"","HP","1361","0","23.9","16.9","1.0","117"
"","J&K","1993","498","38.1","29.3","0.1","406"
"","Chandigarh","190","0","3.5","3.5","0.3","18"
"WR","Chhattisgarh","3192","96","71.1","19.5","0.0","115"
"","Gujarat","13465","0","297.7","67.8","-3.1","445"
"","MP","8920","0","202.5","135.2","-1.3","318"
"","Maharashtra","20277","365","440.9","126.2","0.1","516"
"","Goa","389","0","8.7","6.9","1.4","115"
"","DD","300","0","6.8","6.4","0.3","46"
"","DNH","700","0","16.4","16.7","-0.3","20"
"","Essar steel","319","0","6.2","6.9","-0.7","104"
"SR","Andhra Pradesh","6306","0","141.8","33.0","0.5","478"
"","Telangana","6449","0","144.7","85.9","2.2","262"
"","Karnataka","7329","1000","153.8","39.9","4.3","383"
"","Kerala","3062","0","61.7","47.3","2.4","221"
"","Tamil Nadu","12185","0","252.5","131.4","5.6","641"
"","Pondy","311","0","6.2","6.3","-0.1","26"
"ER","Bihar","3204","0","61.1","62.5","-1.4","232"
"","DVC","2460","100","58.0","-7.7","-0.4","195"
"","Jharkhand","964","0","23.3","11.8","-0.2","0"
"","Odisha","3925","0","73.0","19.7","1.6","308"
"","West Bengal","7122","0","137.6","38.9","1.4","188"
"","Sikkim","91","0","1.4","1.1","0.4","39"
"NER","Arunachal Pradesh","95","7","1.8","1.9","0.0","31"
"","Assam","1262","88","21.9","15.2","1.4","154"
"","Manipur","146","5","2.3","2.3","0.0","27"
"","Meghalaya","291","2","4.4","4.8","-1.1","53"
"","Mizoram","73","4","1.3","1.4","-0.1","10"
"","Nagaland","110","5","1.8","1.7","0.0","50"
"","Tripura","226","0","3.9","1.1","0.7","51"
