"","NR","WR","SR","ER","NER"
"Schedule(MU)","46.5","-43.2","46.7","-60.0","8.9"
"Actual(MU)","34.9","-43.8","46.4","-49.5","10.7"
"O/D/U/D(MU)","-11.6","-0.6","-0.3","10.5","1.8"
