"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6571","0","144.4","83.7","-1.0","65"
"","Haryana","6164","0","127.6","89.2","-2.0","122"
"","Rajasthan","8291","0","184.7","59.0","-0.9","198"
"","Delhi","4597","4","95.7","78.7","0.4","406"
"","UP","11572","1885","261.5","116.9","0.9","319"
"","Uttarakhand","1584","75","35.1","21.4","0.9","127"
"","HP","1032","0","25.2","7.5","0.4","126"
"","J&K","1494","100","31.5","17.7","0.1","189"
"","Chandigarh","280","0","5.4","5.0","0.4","36"
"WR","Chhattisgarh","2963","53","60.5","13.7","0.4","489"
"","Gujarat","13213","12","283.1","51.2","2.3","483"
"","MP","7138","10","155.7","91.5","-0.2","248"
"","Maharashtra","18864","45","402.1","121.1","3.0","864"
"","Goa","437","71","8.5","7.9","0.2","138"
"","DD","271","0","5.9","5.7","0.2","52"
"","DNH","669","1","15.5","15.3","0.3","23"
"","Essar steel","414","1","7.4","9.7","-2.3","85"
"SR","Andhra Pradesh","10523","800","227.4","89.5","3.6","335"
"","Karnataka","7734","300","166.4","21.8","1.1","373"
"","Kerala","3362","300","66.0","36.6","2.2","296"
"","Tamil Nadu","11815","716","258.2","80.8","1.4","506"
"","Pondy","330","20","6.5","6.8","-0.2","37"
"ER","Bihar","1785","200","30.6","38.2","-10.1","0"
"","DVC","2488","0","54.0","-11.6","-0.4","170"
"","Jharkhand","859","0","18.1","10.4","-2.2","0"
"","Odisha","3440","0","68.0","18.8","0.7","170"
"","West Bengal","6240","20","119.1","19.2","4.4","430"
"","Sikkim","86","0","1.6","1.5","0.0","8"
"NER","Arunachal Pradesh","91","2","1.2","1.1","0.1","34"
"","Assam","1080","301","20.1","13.6","1.1","173"
"","Manipur","109","4","1.5","1.1","0.4","37"
"","Meghalaya","247","38","3.2","1.9","-0.2","65"
"","Mizoram","65","14","0.9","0.8","-0.1","17"
"","Nagaland","94","9","1.3","1.2","-0.1","36"
"","Tripura","181","66","3.6","0.9","0.4","43"
