"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.55","14.79","16.34","57.04","26.62"
"SR GRID","0.00","0.00","1.55","14.79","16.34","57.04","B. Frequency Profile (%)26.62"
