"","NR","WR","SR","ER","NER"
"Schedule(MU)","147.6","-132.6","51.0","-71.2","8.0"
"Actual(MU)","141.7","-123.3","51.0","-78.0","8.6"
"O/D/U/D(MU)","-5.9","9.3","0.0","-6.8","0.6"
