"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.88","5.66","16.38","22.92","65.56","11.53"
"SR GRID","0.00","0.88","5.66","16.38","22.92","65.56","B. Frequency Profile (%)11.53"
